OBJECTID_1,Join_Count,nearest_metro_distance,TARGET_FID,OBJECTID,STATION,COMMENTS,COUNTY,ABPair,Sta_Dir,Motorcycles,PassCars,Buses,SUTrucks,CTrucks,TOD,TotVol,StartDate,EndDate,TimeLabel,AllTrucks,IsPerm,PickupsPanelVans,XCOORD,YCOORD,X,Y,OBJECTID_12,NAME,State,Jurisdiction,LINE,Year,Parking,Network_Node,WEB_URL
435,1,0.658211188590014,435,435,B040022,MD2-.10 MI S OF DOWELL RD/MONTICELLO DR,Calvert County,4903549112.000000000000000,B040022_S,12,2517,16,131,42,AM,3392,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,173,,675,-76.459236059999995,38.349400989999999,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
436,1,0.031985600781058,436,436,B160101,KIPLING PKWY-.10 MI W OF RITCHIE RD,Prince George's County,2661027871.000000000000000,B160101_W,1,237,10,20,0,AM,298,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,20,,32,-76.872193370000005,38.862130600000000,-76.868079251597052,38.893850510123173,3,Morgan Boulevard,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8085,https://www.wmata.com/rider-guide/stations/morgan-blvd.cfm?y=35
437,1,0.246951446498385,437,437,B1716,MD224-.50 MI N OF MD344,Charles County,4711847098.000000000000000,B1716_S,0,11,4,3,2,AM,25,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,6,-77.232388929999999,38.528019440000001,-77.168208268306842,38.766485076423194,61,Franconia-Springfield,Virginia,Fairfax County,"Blue, Yellow",1997,Y,8047,https://www.wmata.com/rider-guide/stations/franconia-sprngfld.cfm?y=35
438,1,0.144531003716856,438,438,B160051,MD3E-.10 MI W OF SCIENCE DR,Prince George's County,2726527179.000000000000000,B160051_W,0,142,2,12,2,AM,180,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,23,-76.713787749999995,38.962168929999997,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
439,1,0.321066288347068,439,439,B080103,SPRINGHILL NEWTOWN RD-.10 MI W OF BEL ALTON NEWTOWN RD,Charles County,4701747031.000000000000000,B080103_W,2,63,7,5,0,AM,93,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,5,,17,-76.945334610000003,38.500310960000000,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
440,1,0.116791497846249,440,440,B150014,MIDDLEBROOK RD-.10 MI E OF MD118,Montgomery County,2321122127.000000000000000,B150014_W,6,2779,6,56,8,AM,3034,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,64,,181,-77.265947980000007,39.177860320000001,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
441,1,0.517861109345206,441,441,B1303,MD2-.10 MI N OF WESTERN SHORES BLVD,Calvert County,4902549026.000000000000000,B1303_S,7,1282,24,164,54,AM,2028,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,218,,499,-76.517111700000001,38.492178469999999,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
442,1,0.285808170587187,442,442,B2583,IS70-.10 MI W OF MARRIOTTSVILLE RD,Howard County,4418244179.000000000000000,B2583_W,8,3297,93,317,481,AM,5021,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,798,,826,-76.901003919999994,39.303412690000002,-77.053636700500192,39.061773403854914,6,Glenmont,Maryland,Montgomery County,Red,1998,Y,8026,https://www.wmata.com/rider-guide/stations/glenmont.cfm?y=35
443,1,0.191074713363378,443,443,B0725,MD422-.10 MI E OF POLLING HOUSE RD,Anne Arundel County,4589645712.000000000000000,B0725_W,0,25,2,18,1,AM,66,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,19,,21,-76.662189339999998,38.843589790000003,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
444,1,0.399075482346852,444,444,B1582,MD31-.10 MI W OF MD407,Carroll County,4803948004.000000000000000,B1582_W,1,246,5,30,4,AM,331,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,34,,47,-77.110048689999999,39.515337969999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
445,1,0.338604296600031,445,445,B0769,FOREST DR-.10 MI E OF MD387,Anne Arundel County,4587545697.000000000000000,B0769_W,3,2928,25,48,19,AM,3376,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,67,,353,-76.511672500000003,38.962594140000000,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
446,1,0.013286767701787,446,446,B150080,LITTLE FALLS PKWY-.25 MI S OF FAIRFAX RD,Montgomery County,2351622034.000000000000000,B150080_S,0,823,0,18,0,AM,1037,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,196,-77.100969079999999,38.973106150000000,-77.094042274523346,38.984444473109917,43,Bethesda,Maryland,Montgomery County,Red,1984,Y,8007,https://www.wmata.com/rider-guide/stations/bethesda.cfm?y=35
447,1,0.092310929101809,447,447,B150053,IS270-.50 MI S OF MIDDLEBROOK RD,Montgomery County,2297423012.000000000000000,B150053_S,79,15634,138,612,287,AM,19355,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,899,,2607,-77.242770980000003,39.168931999999998,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
448,1,0.336843978997459,448,448,B0768,FOREST DR-.10 MI W OF MD387,Anne Arundel County,4569745874.000000000000000,B0768_W,2,2448,11,41,6,AM,2769,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,263,-76.513913810000005,38.964954560000002,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
449,1,0.438338978346273,449,449,B060083,DEER PARK RD-.20 MI E OF MD32,Carroll County,4800048034.000000000000000,B060083_W,1,361,20,22,4,AM,485,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,26,,78,-76.971489160000004,39.513552890000000,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
450,1,0.029698018991577,450,450,B3214,MD212-.10 MI N OF MD193,Prince George's County,2732826028.000000000000000,B3214_S,6,1787,39,95,13,AM,2271,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,108,,333,-76.978230199999999,38.984884299999997,-76.955886435321574,38.965320852148359,12,Prince George's Plaza,Maryland,Prince George's County,"Green, Yellow",1993,Y,8029,https://www.wmata.com/rider-guide/stations/prince-georges-plz.cfm?y=35
451,1,0.510816310170452,451,451,B100036,IS70-2.5 MI E OF MD17,Frederick County,4202842133.000000000000000,B100036_W,8,2753,81,244,439,AM,4276,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,683,,752,-77.532264260000005,39.474511630000002,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
452,1,0.372628216222454,452,452,B1934,MD31-.50 MI E OF MD26,Frederick County,4241542080.000000000000000,B1934_W,3,373,10,26,9,AM,525,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,35,,105,-77.225638810000007,39.487572860000000,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
453,1,0.042022636064289,453,453,B2808,MD188-.10 MI N OF MD190,Montgomery County,2204122015.000000000000000,B2808_W,0,627,3,39,1,AM,764,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,40,,94,-77.136174569999994,38.984528789999999,-77.096803154317499,38.999218702779821,42,Medical Center,Maryland,Montgomery County,Red,1984,,8006,https://www.wmata.com/rider-guide/stations/medical-center.cfm?y=35
454,1,0.022794245572661,454,454,P0043,IS 95 South of MD 214 (ATR#43),Prince George's County,2646826957.000000000000000,P0043_S,18,14308,351,1232,645,AM,19954,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,1877,P,3400,-76.843627580000003,38.877839979999997,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
455,1,0.388371076441438,455,455,B100025,W 4TH ST-.10 MI W OF MD355 (ONE WAY),Frederick County,4229542302.000000000000000,B100025_W,2,289,1,11,3,AM,344,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,14,,39,-77.412126810000004,39.419181450000004,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
456,1,0.213536482516058,456,456,B1727,MD229-.10 MI N OF MD227,Charles County,4711147063.000000000000000,B1727_S,2,268,14,13,2,AM,360,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,15,,62,-77.016176639999998,38.588697809999999,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
457,0,-1.000000000000000,457,457,B180003,WILLOWS RD-.10 MI S OF SHANGRI-LA DR,St Mary's County,4958149515.000000000000000,B180003_S,7,410,10,43,4,AM,580,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,47,,108,-76.453156949999993,38.261364800000003,,,,,,,,,,,
458,1,0.030773324703957,458,458,B150026,REDLAND RD-.20 MI S OF MD115,Montgomery County,2240523533.000000000000000,B150026_S,4,2142,11,112,12,AM,2736,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,124,,457,-77.144129969999995,39.143061570000000,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
459,1,0.016277334183354,459,459,B3317,CHEVERLY AVE-.10 MI S OF MD202,Prince George's County,2615527304.000000000000000,B3317_S,1,645,15,27,5,AM,814,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,,122,-76.914462639999996,38.932806990000003,-76.916641910649275,38.916676199689199,19,Cheverly,Maryland,Prince George's County,Orange,1978,Y,8078,https://www.wmata.com/rider-guide/stations/cheverly.cfm?y=35
460,1,0.106233912027257,460,460,B160016,RITCHIE MARLBORO RD-.10 MI N OF OLD MARLBORO PIKE,Prince George's County,2668826689.000000000000000,B160016_S,1,502,19,56,6,AM,700,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,62,,117,-76.779260469999997,38.816817190000002,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
461,1,0.029020750981606,461,461,B2813,MD189-.50 MI S OF IS270,Montgomery County,2225422429.000000000000000,B2813_S,9,1458,17,191,11,AM,1937,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,202,,253,-77.170897220000001,39.069168550000001,-77.146145376519499,39.084319466496197,38,Rockville,Maryland,Montgomery County,Red,1984,Y,8002,https://www.wmata.com/rider-guide/stations/rockville.cfm?y=35
462,1,0.030496580072104,462,462,B160012,RIVERDALE RD-.20 MI E OF MD295,Prince George's County,2614126142.000000000000000,B160012_W,6,3195,35,66,20,AM,3770,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,86,,448,-76.901784669999998,38.962215590000000,-76.891252273084888,38.933595491583119,18,Landover,Maryland,Prince George's County,Orange,1978,Y,8079,https://www.wmata.com/rider-guide/stations/landover.cfm?y=35
463,1,0.245232153554644,463,463,B080085,US301-.10 MI S OF MD227,Charles County,4710847271.000000000000000,B080085_S,8,1611,38,160,58,AM,2294,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,218,,420,-76.952274919999994,38.581765369999999,-77.075367934421308,38.793866569740459,77,Huntington,Virginia,Fairfax County,Yellow,1983,Y,8048,https://www.wmata.com/rider-guide/stations/huntington.cfm?y=35
464,1,0.006735304852069,464,464,B150032,NICHOLSON LA-.10 MI E OF MD187,Montgomery County,2233222330.000000000000000,B150032_W,1,1153,20,30,2,AM,1353,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,32,,148,-77.118700489999995,39.044879000000002,-77.112824904445091,39.048171691961166,40,White Flint,Maryland,Montgomery County,Red,1984,Y,8004,https://www.wmata.com/rider-guide/stations/white-flint.cfm?y=35
465,1,0.304771381021037,465,465,B2539,ROGERS AVE-.10 MI S OF US29,Howard County,4404544240.000000000000000,B2539_S,3,1142,28,32,6,AM,1537,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,38,,328,-76.822460460000002,39.302762680000001,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
466,1,0.385656104896815,466,466,B100084,MD351-.20 MI S OF CRESTWOOD BLVD,Frederick County,4236542233.000000000000000,B100084_S,2,493,11,16,5,AM,577,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,21,,52,-77.440706500000005,39.389141920000000,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
467,1,0.293601408662698,467,467,B020057,IS195-.10 MI S OF STRUC#2129 OVER PATAPSCO RIVER,Anne Arundel County,4555345512.000000000000000,B020057_S,10,5013,33,87,49,AM,5736,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,136,,546,-76.694742980000001,39.209556319999997,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
468,1,0.500877756113631,468,468,B100044,MD17-.10 MI N OF PETE WILES RD,Frederick County,4253342389.000000000000000,B100044_S,2,235,25,39,7,AM,430,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,123,-77.538273309999994,39.453418659999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
469,1,0.004514540325768,469,469,B150033,NICHOLSON LA-.10 MI E OF MD355,Montgomery County,2261722332.000000000000000,B150033_W,1,1622,35,50,7,AM,1945,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,57,,231,-77.109820420000005,39.044802099999998,-77.112824904445091,39.048171691961166,40,White Flint,Maryland,Montgomery County,Red,1984,Y,8004,https://www.wmata.com/rider-guide/stations/white-flint.cfm?y=35
470,1,0.236501100327744,470,470,B2555,MD144A-.20 MI E OF CARROLL CO/L,Howard County,4408144192.000000000000000,B2555_W,0,90,3,13,5,AM,148,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,18,,39,-77.136685819999997,39.354854529999997,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
471,1,0.029052484162985,471,471,B3250,MD337-.20 MI N OF SUITLAND RD,Prince George's County,2684326708.000000000000000,B3250_S,2,1651,35,45,9,AM,2016,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,54,,275,-76.883445820000006,38.822991909999999,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
472,1,0.015994928318562,472,472,B160015,CABIN BRANCH DR-.10 MI N OF SHERIFF RD,Prince George's County,2616626178.000000000000000,B160015_S,1,291,13,58,22,AM,486,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,80,,103,-76.902732650000004,38.908778720000001,-76.916641910649275,38.916676199689199,19,Cheverly,Maryland,Prince George's County,Orange,1978,Y,8078,https://www.wmata.com/rider-guide/stations/cheverly.cfm?y=35
473,1,0.371619541523803,473,473,B0667,MD170-.20 MI S OF MD2,Anne Arundel County,4570345865.000000000000000,B0667_S,5,432,11,37,9,AM,618,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,46,,126,-76.613447440000002,39.233552650000000,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
474,1,0.403710556277408,474,474,B100019,OPOSSUMTOWN PIKE-.30 MI N OF US15,Frederick County,4230942344.000000000000000,B100019_S,8,959,11,16,6,AM,1108,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,109,-77.410525919999998,39.440077680000002,-77.164499396013696,39.119994624307324,37,Shady Grove,Maryland,Montgomery County,Red,1984,Y,8001,https://www.wmata.com/rider-guide/stations/shady-grove.cfm?y=35
475,1,0.332335755802038,475,475,B0613,MD2-.30 MI S OF MD100,Anne Arundel County,4568745637.000000000000000,B0613_S,2,2415,27,102,19,AM,2931,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,121,,367,-76.596758179999995,39.134091540000000,-76.872070929990301,38.947946585073552,17,New Carrollton,Maryland,Prince George's County,Orange,1978,Y,8080,https://www.wmata.com/rider-guide/stations/new-carrollton.cfm?y=35
476,1,0.377341310118081,476,476,B0782,MD710-.10 MI W OF BALTO CITY LINE,Anne Arundel County,4562945623.000000000000000,B0782_W,12,629,28,119,165,AM,1223,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,284,,271,-76.587960620000004,39.205876259999997,-76.911204781124638,39.011197866648395,31,Greenbelt,Maryland,Prince George's County,"Green, Yellow",1993,Y,8027,https://www.wmata.com/rider-guide/stations/greenbelt.cfm?y=35
477,1,0.180221660227360,477,477,B2745,MD107-.50 MI W OF MD28,Montgomery County,2309322365.000000000000000,B2745_W,2,362,3,40,5,AM,488,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,77,-77.351882750000001,39.127582199999999,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
478,1,0.362919101891561,478,478,B040013,POND WOODS RD-.10 MI E OF MD2,Calvert County,4908649011.000000000000000,B040013_W,0,400,1,22,0,AM,517,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,22,,94,-76.603196030000007,38.629588390000002,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
479,1,0.370877667879824,479,479,B1317,MD261-.20 MI N OF CHESAPEAKE BEACH RD,Calvert County,4912849068.000000000000000,B1317_S,2,482,5,29,4,AM,674,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,33,,154,-76.534105640000007,38.697709529999997,-76.844556104162351,38.900615306138342,20,Largo Town Center,Maryland,Prince George's County,"Blue, Orange, Silver",2004,Y,8086,https://www.wmata.com/rider-guide/stations/largo-town-ctr.cfm?y=35
480,1,0.021930096503893,480,480,B3236,MD295-.20 MI N OF MD450,Prince George's County,2687626870.000000000000000,B3236_S,16,9324,62,124,47,AM,11021,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,171,,1450,-76.911650859999995,38.941647000000003,-76.891252273084888,38.933595491583119,18,Landover,Maryland,Prince George's County,Orange,1978,Y,8079,https://www.wmata.com/rider-guide/stations/landover.cfm?y=35
481,1,0.473739607331283,481,481,B1921,MD17-.20 MI S OF MD464,Frederick County,4201842326.000000000000000,B1921_S,3,431,6,30,11,AM,598,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,41,,118,-77.627352329999994,39.324437949999997,-77.340064608531364,38.947748447545877,91,Wiehle-Reston East,Virginia,Fairfax County,Silver,2014,Y,8091,https://www.wmata.com/rider-guide/stations/wiehle-reston.cfm?y=35
482,1,0.385295135940020,482,482,B3634,MD236-.50 MI S OF MD5,St Mary's County,4955549628.000000000000000,B3634_S,1,98,5,66,10,AM,225,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,76,,45,-76.779099799999997,38.465370810000003,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
483,1,0.649834505137171,483,483,B1329,MD497-.20 MI E OF MD2,Calvert County,4904049031.000000000000000,B1329_W,5,799,10,20,5,AM,1007,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,25,,168,-76.432380060000000,38.388723589999998,-76.912229442562861,38.826935243743002,73,Branch Ave,Maryland,Prince George's County,Green,2001,Y,8045,https://www.wmata.com/rider-guide/stations/branch-ave.cfm?y=35
484,1,0.006648984054986,484,484,2203,SOUTH CAPITOL ST between SUITLAND PKWY SE and DEFENSE BLVD SW,District of Columbia,2136521340.000000000000000,2203_N,3,1983,42,41,4,AM,2301,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,45,,228,-77.002162819999995,38.862550509999998,-76.995525248497827,38.862939902735008,78,Anacostia,District of Columbia,District of Columbia,Green,1991,Y,8040,https://www.wmata.com/rider-guide/stations/anacostia.cfm?y=35
485,1,0.009613265223666,485,485,1501,INTERSTATE 395  NORTH OF RAMP FROM GW PARKWAY,District of Columbia,2138620331.000000000000000,1501_N,16,18152,29,52,24,AM,18454,2017-01-01T06:00:00.000Z,2017-01-01T08:59:59.000Z,AM: 6:00 AM – 8:59 AM,76,P,181,-77.032551359999999,38.879279689999997,-77.028388727437431,38.887944986028579,54,Smithsonian,District of Columbia,District of Columbia,"Blue, Orange, Silver",1977,,8070,https://www.wmata.com/rider-guide/stations/smithsonian.cfm?y=35
